Nombre,Peso,Categoria,Año,BV,Precio,A,C,V,Tech Base,Flamer,MG,Small Laser,Medium Laser,Large Laser,ER Small Laser,ER Medium Laser,ER Large Laser,Small Pulse Laser,Medium Pulse Laser,Large Pulse Laser,Heavy Small Laser,Heavy Medium Laser,Heavy Large Laser,PPC,ER PPC,Snub-Nose PPC,Heavy PPC,LRM 5,LRM 10,LRM 15,LRM 20,SRM 2,SRM 4,SRM 6,Streak SRM 2,Streak SRM 4,Streak SRM 6,MRM 10,MRM 20,MRM 30,MRM 40,ATM 3,ATM 6,ATM 9,ATM 12,AC 2,AC 5,AC 10,AC 20,Ultra AC 2,Ultra AC 5,Ultra AC 10,Ultra AC 20,LB 2-X,LB 5-X,LB 10-X,LB 20-X,RAC 2,RAC 5,Gauss Rifle,Heavy Gauss,Plasma Rifle / Cannon,Radiadores,TB,PB,Piernas,Blindaje,Disipacion,TLP,Calor,Daño,Reactor,PROPIEDAD,Comprado,Unidad
Marauder MAD-2R Marauder,75,Pesado,2760,1630,7400000,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,16,"12,3",197,2,Ferro Fibroso,Double,32,,37,35,Fusion Engine,Compra,NO
Marauder MAD-2T Marauder,75,Pesado,3135,1646,7763250,4,6,0,Inner Sphere,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,16,"12,3",197,2,Ferro Fibroso,Double,32,,41,35,Fusion Engine,Compra,NO
Marauder MAD-3D Salazar Mk II Marauder,75,Pesado,3070,1717,7177187,4,6,0,Inner Sphere,,,1,2,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"14,4",231,2,Estandar,Double,40,,39,41,Fusion Engine,Compra,NO
Marauder MAD-3D Salazar Mk III B Marauder,75,Pesado,3070,1653,7126000,4,6,0,Inner Sphere,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"12,5",200,2,Estandar,Double,44,,42,40,Fusion Engine,Compra,NO
Marauder MAD-3D Salazar Mk III C Marauder,75,Pesado,3070,1805,7527187,4,6,0,Inner Sphere,,,1,2,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"14,4",231,2,Estandar,Double,40,,49,41,Fusion Engine,Compra,NO
Marauder MAD-3D Salazar Mk III Marauder,75,Pesado,3070,1681,7304500,4,6,0,Inner Sphere,,,,2,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"12,5",200,2,Estandar,Double,38,,48,38,Fusion Engine,Compra,NO
Marauder MAD-3D Salazar Marauder,75,Pesado,2834,1470,6597500,4,6,0,Inner Sphere,,,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"11,5",184,2,Estandar,Single,20,,34,38,Fusion Engine,Compra,NO
Marauder MAD-3D Marauder,75,Pesado,2834,1470,6597500,4,6,0,Inner Sphere,,,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"11,5",184,2,Estandar,Single,20,,34,38,Fusion Engine,Compra,NO
Marauder MAD-3L Marauder,75,Pesado,2905,1369,6463750,4,6,0,Inner Sphere,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,18,"11,5",184,2,Estandar,Single,18,,25,33,Fusion Engine,Compra,NO
Marauder MAD-3M Marauder,75,Pesado,2873,1335,6295750,4,6,0,Inner Sphere,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,20,"11,5",184,2,Estandar,Single,20,,23,31,Fusion Engine,Compra,NO
Marauder MAD-3R Marauder,75,Pesado,2819,1363,6631750,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,16,"11,5",184,2,Estandar,Single,16,,27,35,Fusion Engine,Compra,NO
Marauder MAD-5CS Marauder,75,Pesado,3052,1648,15629750,4,6,0,Inner Sphere,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,18,"13,0",208,2,Estandar,Double,36,,40,42,XL Engine,Compra,NO
Marauder MAD-5D-DC Marauder,75,Pesado,3055,1787,16513000,4,6,4,Inner Sphere,,,,,,,,,1,2,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"14,0",224,2,Estandar,Double,30,,50,44,XL Engine,Compra,NO
Marauder MAD-5D Marauder,75,Pesado,3047,1787,15788250,4,6,4,Inner Sphere,,,,,,,,,,2,1,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"14,0",224,2,Estandar,Double,32,,50,45,XL Engine,Compra,NO
Marauder MAD-5L Marauder,75,Pesado,3067,2244,10452750,4,6,0,Inner Sphere,,,,,,,2,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"14,0",224,2,Furtivo,Double,36,,49,36,Fusion Engine,Compra,NO
Marauder MAD-5M Marauder,75,Pesado,3051,1471,15632500,4,6,4,Inner Sphere,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,16,"11,5",184,2,Estandar,Double,32,,30,40,XL Engine,Compra,NO
Marauder MAD-5R Marauder,75,Pesado,3068,1877,16215000,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,17,"14,0",224,2,Estandar,Double,34,,37,35,XL Engine,Compra,NO
Marauder MAD-5S Marauder,75,Pesado,3051,1799,15483000,4,6,0,Inner Sphere,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,16,"11,5",184,2,Estandar,Double,32,,39,47,XL Engine,Compra,NO
Marauder MAD-5T Marauder,75,Pesado,3068,1750,15308500,4,6,0,Inner Sphere,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,14,"14,0",224,2,Estandar,Double,28,,29,35,XL Engine,Compra,NO
Marauder MAD-6L Marauder,75,Pesado,3070,2322,10206250,4,6,0,Inner Sphere,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,"14,0",224,2,Furtivo,Double,30,,30,30,Fusion Engine,Compra,NO
Marauder MAD-7C Marauder,75,Pesado,3135,1810,16846250,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,"14,0",224,2,Ferro Fibroso,Double,30,,31,35,XL Engine,Compra,NO
Marauder MAD-7D Marauder,75,Pesado,3068,1986,15662000,4,6,0,Inner Sphere,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,16,"14,0",224,2,Estandar,Double,32,,35,31,XL Engine,Compra,NO
Marauder MAD-7M Marauder,75,Pesado,3135,1908,15689000,4,6,4,Inner Sphere,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,15,"11,5",184,2,Estandar,Double,30,,41,45,XL Engine,Compra,NO
Marauder MAD-7R Marauder,75,Pesado,3135,1832,16428750,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,"14,0",224,2,Ferro Fibroso,Double,30,,31,35,XL Engine,Compra,NO
Marauder MAD-7S Marauder,75,Pesado,3135,1903,16070000,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,"12,3",197,2,Ferro Fibroso,Double,30,,31,35,XL Engine,Compra,NO
Marauder MAD-9D Marauder,75,Pesado,3125,1967,16773000,4,6,0,Mixed,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"14,0",224,2,Estandar,Double,32,,24,16,XL Engine,Compra,NO
Marauder MAD-9M Marauder,75,Pesado,3068,1704,16192250,4,6,0,Inner Sphere,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,16,"14,0",224,2,Ferro Fibroso,Double,32,,56,56,XL Engine,Compra,NO
Marauder MAD-9M2 Marauder,75,Pesado,3068,1875,15667250,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,16,"14,0",224,2,Ferro Fibroso,Double,32,,38,54,XL Engine,Compra,NO
Marauder MAD-9S Marauder,75,Pesado,3068,1786,13990875,4,6,0,Inner Sphere,1,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,14,"13,0",208,2,Estandar,Double,28,,45,42,Light Fusion Engine,Compra,NO
Marauder MAD-9W Marauder,75,Pesado,3071,1788,17077375,3,5,5,Inner Sphere,,,,,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"12,5",200,2,Estandar,Double,32,,42,38,Light Fusion Engine,Compra,NO
Marauder MAD-9W2 Marauder,75,Pesado,3080,1868,16552375,3,5,5,Inner Sphere,,,,,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"12,5",200,2,Estandar,Double,32,,42,38,Light Fusion Engine,Compra,NO
Marco MR-6 ExplorerMech Marco,30,Ligero,2712,295,1399005,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,1,3,Fusion Engine,Compra,NO
Marco MR-7 ExplorerMech Marco,30,Ligero,2715,295,1409755,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,1,3,Fusion Engine,Compra,NO
Marco MR-8C ExplorerMech Marco,30,Ligero,2719,304,1414055,4,6,3,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,1,3,Fusion Engine,Compra,NO
Marco MR-8C Marco,30,Ligero,2712,304,1414055,4,6,3,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,1,3,Fusion Engine,Compra,NO
Marco MR-8D Marco,30,Ligero,2801,436,1487011,4,6,0,Inner Sphere,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,11,16,Fusion Engine,Compra,NO
Marco MR-8E Marco,30,Ligero,2801,476,1507311,4,6,0,Inner Sphere,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"4,0",64,2,Estandar,Single,12,,14,22,Fusion Engine,Compra,NO
Marshal MHL-2L Marshal,55,Medio,3063,1313,4890798,4,6,4,Inner Sphere,1,2,,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"11,2",179,2,Ferro Fibroso,Double,22,,23,40,Fusion Engine,Compra,NO
Marshal MHL-3MC Marshal,55,Medio,3119,1714,5892298,4,6,4,Inner Sphere,1,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"11,2",179,2,Ferro Fibroso,Double,22,,10,17,Fusion Engine,Compra,NO
Marshal MHL-6MC Marshal,55,Medio,3073,1467,7710227,4,6,4,Inner Sphere,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,"11,2",179,2,Ferro Fibroso,Double,20,,24,28,Light Fusion Engine,Compra,NO
Marshal MHL-X1 Marshal,55,Medio,3059,1163,4528548,4,6,4,Inner Sphere,1,2,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"11,2",179,2,Ferro Fibroso,Single,18,,20,30,Fusion Engine,Compra,NO
Masakari (Warhawk) Blackmore Masakari (Warhawk),85,Asalto,2999,3194,26385947,4,6,0,Clan,,,,,,5,3,4,,,11,,,2,,11,,,,3,1,1,,,3,,,1,,,,,,,1,,,,,,1,,1,,,,1,,,,1,,3,20,"16,2",259,2,Ferro Fibroso,Double,40,,458,471,XL Engine,Compra,NO
Masakari (Warhawk)  Masakari (Warhawk),85,Asalto,2999,3194,26385947,4,6,0,Clan,1,,,,,3,3,4,,,5,,,2,,13,,,,3,1,1,,,3,,,1,,,,,,,1,,,,,,1,,1,,,,1,,,,1,,3,20,"16,2",259,2,Ferro Fibroso,Double,40,,427,433,XL Engine,Compra,NO
Masakari Croach Masakari,85,Asalto,3070,2926,20422643,4,6,4,Clan,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"16,0",256,2,Estandar,Double,42,,40,36,XL Engine,Compra,NO
Masauwu  Masauwu,75,Pesado,2832,2299,16407687,4,6,4,Clan,,,,,,1,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,16,"14,4",231,2,Estandar,Double,32,,28,39,XL Engine,Compra,NO
Matador 2 Matador,60,Pesado,3069,1728,5847960,4,6,4,Clan,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,15,"12,0",192,2,Estandar,Double,30,,30,93,Fusion Engine,Compra,NO
Matador  Matador,60,Pesado,2846,2006,5675860,4,6,4,Clan,,4,,,,,2,,2,3,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,"12,0",192,2,Estandar,Double,24,,33,62,Fusion Engine,Compra,NO
Mauler MAL-1BL Mauler,90,Asalto,3048,2056,9886000,3,5,0,Inner Sphere,,,,,,,,,,4,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"17,3",277,2,Ferro Fibroso,Double,28,,56,74,Fusion Engine,Compra,NO
Mauler MAL-1K Mauler,90,Asalto,3069,1622,19103800,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"14,0",224,2,Ferro Fibroso,Double,22,,30,50,XL Engine,Compra,NO
Mauler MAL-1R Mauler,90,Asalto,3048,1460,18289800,3,5,0,Inner Sphere,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,11,"12,9",206,2,Ferro Fibroso,Double,22,,38,54,XL Engine,Compra,NO
Mauler MAL-2R Mauler,90,Asalto,3060,1586,8912200,3,5,0,Inner Sphere,,,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,12,"12,9",206,2,Ferro Fibroso,Double,24,,32,48,Fusion Engine,Compra,NO
Mauler MAL-3R Mauler,90,Asalto,3062,1877,19298475,3,5,3,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,10,"17,4",279,2,Ferro Fibroso,Double,20,,15,53,XL Engine,Compra,NO
Mauler MAL-C Mauler,90,Asalto,3051,1473,18763800,3,5,0,Inner Sphere,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,11,"12,9",206,2,Ferro Fibroso,Double,22,,38,54,XL Engine,Compra,NO
Men Shen MS1-O Men Shen,55,Medio,3060,1550,16572343,6,9,6,Inner Sphere,,2,,2,,1,9,,,10,2,,,,,1,3,,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,2,,1,,,,,,1,10,"11,0",176,2,Estandar,Double,20,,194,266,XL Engine,Compra,NO
Mercury II MCY-100 Mercury II,40,Medio,2823,1376,7924513,7,11,7,Inner Sphere,,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,4",134,2,Ferro Fibroso,Double,20,,20,24,XL Engine,Compra,NO
Mercury MCY-102 Mercury,20,Ligero,3067,510,2711739,8,12,0,Inner Sphere,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,3",53,2,Ferro Fibroso,Single,10,,7,8,Fusion Engine,Compra,NO
Mercury MCY-104 Mercury,20,Ligero,3069,683,3659740,8,12,0,Inner Sphere,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Ferro Fibroso,Single,10,,12,13,XL Engine,Compra,NO
Mercury MCY-97 Mercury,20,Ligero,3049,466,1974939,8,12,0,Inner Sphere,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,3",53,2,Ferro Fibroso,Single,10,,4,8,Fusion Engine,Compra,NO
Mercury MCY-98 Mercury,20,Ligero,2810,553,1580439,8,12,0,Inner Sphere,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,8,16,Fusion Engine,Compra,NO
Mercury MCY-99 Mercury,20,Ligero,2742,586,1796439,8,12,0,Inner Sphere,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,3",53,2,Ferro Fibroso,Single,10,,8,16,Fusion Engine,Compra,NO
Merlin MLN-1A Merlin,60,Pesado,3010,1217,4941700,4,6,4,Inner Sphere,1,1,,2,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"10,5",168,2,Estandar,Single,18,,21,29,Fusion Engine,Compra,NO
Merlin MLN-1B (Porter) Merlin,60,Pesado,3064,1233,4844600,4,6,4,Inner Sphere,,,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"12,5",200,2,Estandar,Single,20,,17,26,Fusion Engine,Compra,NO
Merlin MLN-1B Merlin,60,Pesado,3053,1228,4936400,4,6,4,Inner Sphere,1,,,2,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"10,5",168,2,Estandar,Single,19,,21,27,Fusion Engine,Compra,NO
Merlin MLN-1C Merlin,60,Pesado,3068,1267,5079760,4,6,4,Inner Sphere,1,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"10,5",168,2,Estandar,Single,19,,25,27,Fusion Engine,Compra,NO
Minsk 2 Minsk,70,Pesado,3148,2364,9437100,3,5,0,Mixed,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,12,"13,2",211,2,Ferro Fibroso,Double,24,,42,50,Fusion Engine,Compra,NO
Minsk MNK-101 Minsk,70,Pesado,2830,2024,7240800,3,5,0,Mixed,,2,,,,,,,2,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,"13,2",211,2,Ferro Fibroso,Double,20,,18,74,Fusion Engine,Compra,NO
Minsk  Minsk,70,Pesado,2862,2028,7245400,3,5,0,Clan,,2,,,,,,,2,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,"13,2",211,2,Ferro Fibroso,Double,20,,18,74,Fusion Engine,Compra,NO
Mist Lynx (Koshi)  Mist Lynx (Koshi),25,Ligero,2926,871,4765229,7,11,6,Clan,2,6,,,,12,6,2,,,,7,6,,,1,,,4,2,,,6,1,2,,1,1,,,,,2,1,,,,,,,1,,,,,,,,,,4,,1,10,"4,2",67,2,Ferro Fibroso,Double,20,,228,412,XL Engine,Compra,NO
Mjolnir MLR-B2 Mjolnir,25,Ligero,3077,670,2600312,6,9,6,Inner Sphere,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Ferro Fibroso,Single,10,,7,8,Fusion Engine,Compra,NO
Mjolnir MLR-BX Mjolnir,25,Ligero,3078,612,3788250,6,9,6,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Ferro Fibroso,Single,10,,6,16,XL Engine,Compra,NO
Mongoose C 2 Mongoose,25,Ligero,2860,1620,3866979,8,12,0,Clan,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,4",86,2,Ferro Fibroso,Double,20,,24,21,XL Engine,Compra,NO
Mongoose II MON-266 Mongoose II,40,Medio,3073,1085,10155226,8,12,0,Inner Sphere,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,0",112,2,Estandar,Double,20,,12,8,XL Engine,Compra,NO
Mongoose II MON-267 Mongoose II,40,Medio,3073,1237,9840226,8,12,0,Inner Sphere,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,5",104,2,Furtivo,Double,20,,12,8,XL Engine,Compra,NO
Mongoose II MON-268 Mongoose II,40,Medio,3076,1215,11093226,8,12,0,Inner Sphere,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,8",125,2,Ferro Fibroso,Double,20,,15,15,XL Engine,Compra,NO
Mongoose MON-66 Mongoose,25,Ligero,2660,758,2229479,8,12,0,Inner Sphere,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Single,10,,10,18,Fusion Engine,Compra,NO
Mongoose MON-66b Mongoose,25,Ligero,2740,934,3754479,8,12,0,Inner Sphere,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,19,21,XL Engine,Compra,NO
Mongoose MON-67 Mk II Salazar Mongoose,25,Ligero,3070,870,2077916,8,12,0,Inner Sphere,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Estandar,Double,20,,15,25,Fusion Engine,Compra,NO
Mongoose MON-67 Salazar Mongoose,25,Ligero,2830,741,1885729,8,12,0,Inner Sphere,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Estandar,Single,10,,10,18,Fusion Engine,Compra,NO
Mongoose MON-67 Mongoose,25,Ligero,2830,741,1885729,8,12,0,Inner Sphere,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Estandar,Single,10,,10,18,Fusion Engine,Compra,NO
Mongoose MON-68-BL Mongoose,25,Ligero,3070,872,2525833,7,11,0,Inner Sphere,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Furtivo,Double,20,,12,8,Fusion Engine,Compra,NO
Mongoose MON-68 Mongoose,25,Ligero,3039,676,1794583,7,11,0,Inner Sphere,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Estandar,Single,10,,8,8,Fusion Engine,Compra,NO
Mongoose MON-69 Mongoose,25,Ligero,2819,737,2006479,8,12,0,Inner Sphere,,,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Ferro Fibroso,Single,10,,12,22,Fusion Engine,Compra,NO
Mongoose MON-70 Mongoose,25,Ligero,2819,750,1984166,8,12,0,Inner Sphere,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Single,10,,15,19,Fusion Engine,Compra,NO
Mongoose MON-76 Mongoose,25,Ligero,3077,894,3879479,8,12,0,Inner Sphere,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,13,21,XL Engine,Compra,NO
Mongoose MON-86 Mongoose,25,Ligero,3080,887,4214375,9,14,0,Inner Sphere,,,1,2,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Single,10,,19,26,XL Engine,Compra,NO
Mongoose MON-96 Mongoose,25,Ligero,3150,1011,6745104,8,12,0,Inner Sphere,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,17,18,XL Engine,Compra,NO
Mongrel (Grendel)  Mongrel (Grendel),45,Medio,3053,2290,12401837,7,11,7,Clan,,,,,,6,9,2,2,9,1,3,2,1,,1,,,,,2,,,,2,,1,4,,,,,,3,,,,,,,,1,,,,,1,,1,,,,3,10,"9,0",144,2,Ferro Fibroso,Double,20,,264,385,XL Engine,Compra,NO
Mongrel MGL-T1 Mongrel,50,Medio,3092,1860,10921750,7,11,0,Mixed,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,"10,5",168,2,Estandar,Double,20,,16,20,XL Engine,Compra,NO
Mongrel MGL-T2 Mongrel,50,Medio,3108,1949,11336050,7,11,0,Mixed,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"10,5",168,2,Estandar,Double,20,,15,15,XL Engine,Compra,NO
Morpheus MPR-3 'L&apos;Morte II' Morpheus,65,Pesado,3067,1358,15835637,6,9,6,Inner Sphere,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"13,0",208,2,Ferro Fibroso,Double,20,,16,30,XL Engine,Compra,NO
Morrigan 2 Morrigan,35,Ligero,3084,1874,6331680,8,12,0,Clan,,,,,,4,2,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,2",115,2,Ferro Fibroso,Double,22,,40,44,XL Engine,Compra,NO
Morrigan 3 Morrigan,35,Ligero,3085,1390,6376180,8,12,0,Mixed,,,,,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,2",115,2,Ferro Fibroso,Double,22,,22,28,XL Engine,Compra,NO
